Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Number of Investors,Valuation (Million),Funding (Million),Year Joined,Years to unicorn
Contentsquare,$3B,25-05-2021,Internet Software,Paris,France,Europe,2012,$812M,"Highland Europe, Eurazeo, Canaan Partners",3,3000,812,2021,9
Eruditus Executive Education,$3B,12-08-2021,Edtech,Mumbai,India,Asia,2010,$591M,"Sequoia Capital India, Softbank, Bertelsmann India Investments",3,3000,591,2021,11
Bharatpe,$3B,30-07-2021,Fintech,New Delhi,India,Asia,2018,$600M,"Insight Partners, Sequoia Capital India, BEENEXT",3,3000,600,2021,3
Flink Food,$3B,01-12-2021,E-Commerce,Berlin,Germany,Europe,2021,$1B,"Mubadala Capital, Bond, Prosus Ventures",3,3000,1000,2021,0
Gorillas,$3B,25-03-2021,E-Commerce,Berlin,Germany,Europe,2020,$1B,"Coatue Management, Atlantic Food Labs, DST Global",3,3000,1000,2021,1
Loft,$3B,03-01-2020,E-Commerce,Sao Paulo,Brazil,South America,2018,$788M,"Monashees+, Andreessen Horowitz, QED Investors",3,3000,788,2020,2
Nuvemshop,$3B,17-08-2021,E-Commerce,Sao Paulo,Brazil,South America,2011,$628M,"Kaszek Ventures, Qualcomm Ventures, Accel",3,3000,628,2021,10
Udaan,$3B,04-09-2018,"Supply Chain, Logistics,",Bengaluru,India,Asia,2016,$1B,"DST Global, Lightspeed Venture Partners, Microsoft ScaleUp",3,3000,1000,2018,2
Amber Group,$3B,21-06-2021,Fintech,Unknown,Hong Kong,Asia,2015,$328M,"Tiger Global Management, Tiger Brokers, DCM Ventures",3,3000,328,2021,6
Cmr Surgical,$3B,17-09-2019,Health,Cambridge,United Kingdom,Europe,2014,$975M,"Cambridge Innovation Capital, LGT Capital Partners, Escala Capital",3,3000,975,2019,5
Contentful,$3B,28-07-2021,Internet Software,Berlin,Germany,Europe,2013,$333M,"Balderton Capital, General Catalyst, Tiger Global Management",3,3000,333,2021,8
Delhivery,$3B,27-02-2019,"Supply Chain, Logistics,",Gurgaon,India,Asia,2011,$1B,"Times Internet, Nexus Venture Partners, SoftBank Group",3,3000,1000,2019,8
Flixbus,$3B,18-07-2019,Auto & Transportation,Munich,Germany,Europe,2013,$1B,"Holtzbrinck Ventures, Unternehmertum Venture Capital, General Atlantic",3,3000,1000,2019,6
Groww,$3B,07-04-2021,Fintech,Bengaluru,India,Asia,2017,$393M,"Tiger Global Management, Sequoia Capital India, Ribbit Capital",3,3000,393,2021,4
Kk Group,$3B,23-10-2019,E-Commerce,Dongguan,China,Asia,2014,$612M,"Matrix Partners China, Bright Venture Capita, Shenzhen Capital Group",3,3000,612,2019,5
Sky Mavis,$3B,04-10-2021,Internet Software,Ho Chi Minh City,Vietnam,Asia,2019,$311M,"Fabric Ventures, 500 Global, Standard Crypto",3,3000,311,2021,2
Souche Holdings,$3B,01-11-2017,E-Commerce,Hangzhou,China,Asia,2012,$1B,"Morningside Ventures, Warburg Pincus, CreditEase Fintech Investment Fund",3,3000,1000,2017,5
Traveloka,$3B,01-01-2017,Travel,Jakarta,Indonesia,Asia,2012,$1B,"Global Founders Capital, East Ventures, Expedia Inc.",3,3000,1000,2017,5
Wefox,$3B,05-03-2019,Fintech,Berlin,Germany,Europe,2014,$919M,"Salesforce Ventures, Seedcamp, OMERS Ventures",3,3000,919,2019,5
Wildlife Studios,$3B,05-12-2019,Other,Sao Paulo,Brazil,South America,2011,$180M,"Benchmark, Bessemer Venture Partners",2,3000,180,2019,8
Baiwang,$2B,25-03-2019,Fintech,Beijing,China,Asia,2015,$224M,"Guozhong Venture Capital Management, Shenzhen Capital Group, Oriental Fortune Capital",3,2000,224,2019,4
Bought By Many,$2B,01-06-2021,Fintech,London,United Kingdom,Europe,2012,$477M,"Octopus Ventures, Munich Re Ventures, CommerzVentures",3,2000,477,2021,9
Carzone,$2B,01-03-2019,E-Commerce,Jiangsu,China,Asia,1995,$946M,"Alibaba Group,Co-Stone Venture Capital, Buhuo Venture Capital",3,2000,946,2019,24
Cgtz,$2B,21-02-2017,Fintech,Hangzhou,China,Asia,2014,$536M,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",3,2000,536,2017,3
Changingedu,$2B,30-10-2017,Edtech,Shanghai,China,Asia,2014,$188M,"Trustbridge Partners, IDG Capital, Sequoia Capital China",3,2000,188,2017,3
Edaili,$2B,01-02-2019,E-Commerce,Shanghai,China,Asia,2015,$101M,"K2VC, Lightspeed China Partners, Sky9 Capital",3,2000,101,2019,4
Enovate,$2B,15-04-2019,Auto & Transportation,Shanghai,China,Asia,2015,$1B,Automobile Industry Guidance Fund,1,2000,1000,2019,4
Fenbi Education,$2B,07-02-2021,Edtech,Beijing,China,Asia,2015,$390M,"Trustbridge Partners, Hony Capital, IDG Capital",3,2000,390,2021,6
Hesai Tech,$2B,01-08-2020,Artificial Intelligence,Shanghai,China,Asia,2013,$717M,"Lightspeed China Partners, Baidu Ventures, Qiming Venture Partners",3,2000,717,2020,7
Iluvatar Corex,$2B,01-03-2021,Hardware,Shanghai,China,Asia,2015,$186M,"Centurium Capital, Cedarlake Capital, Unicom Innovation Venture Capital",3,2000,186,2021,6
Jusfoun Big Data,$2B,09-07-2018,Data Management & Analytics,Beijing,China,Asia,2010,$137M,"Boxin Capital, DT Capital Partners, IDG Capital",3,2000,137,2018,8
Pagaya,$2B,17-06-2020,Fintech,Tel Aviv,Israel,Asia,2015,$417M,"Oak HC/FT Partners, GF Investments, Harvey Golub Family Office",3,2000,417,2020,5
Policybazaar,$2B,06-05-2019,Fintech,Gurgaon,India,Asia,2008,$634M,"Info Edge, Softbank Capital",2,2000,634,2019,11
Promasidor Holdings,$2B,08-11-2016,Consumer & Retail,Bryanston,South Africa,Asia,1979,$556M,"IFC, Ajinomoto",2,2000,556,2016,37
Tubatu.Com,$2B,09-03-2015,E-Commerce,Shenzhen,China,Asia,2008,$216M,"Sequoia Capital China, Matrix Partners China, 58.com",3,2000,216,2015,7
Ximalaya Fm,$2B,22-09-2017,Mobile & Telecommunications,Shanghai,China,Asia,2012,$71M,"China Creation Ventures, Sierra Ventures, Xingwang Investment Management",3,2000,71,2017,5
Heytea,$2B,01-07-2019,Other,Shenzhen,China,Asia,2012,$594M,"Sequoia Capital China, Tencent Investment, BA Capital",3,2000,594,2019,7
Bgl Group,$2B,24-11-2017,Fintech,Peterborough,United Kingdom,Europe,1992,$696M,CPP Investment Board,1,2000,696,2017,25
Improbable,$2B,11-05-2017,Other,London,United Kingdom,Europe,2012,$754M,"Andreessen Horowitz, SoftBank Group, Temasek Holdings",3,2000,754,2017,5
Inmobi,$2B,02-12-2014,Mobile & Telecommunications,Bengaluru,India,Asia,2007,$221M,"Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures",3,2000,221,2014,7
Mindmaze,$2B,28-01-2016,Health,Lausanne,Switzerland,Europe,2012,$340M,Hinduja Group,1,2000,340,2016,4
Ninja Van,$2B,27-09-2021,"Supply Chain, Logistics,",Unknown,Singapore,Asia,2014,$975M,"B Capital Group, Monk's Hill Ventures, Dynamic Parcel Distribution",3,2000,975,2021,7
Sellerx,$2B,09-12-2021,E-Commerce,Berlin,Germany,Europe,2020,$766M,"Cherry Ventures, Felix Capital, 83North",3,2000,766,2021,1
Brewdog,$2B,10-04-2017,Consumer & Retail,Aberdeen,United Kingdom,Europe,2007,$233M,"TSG Consumer Partners, Crowdcube",2,2000,233,2017,10
Enflame,$2B,05-01-2021,Hardware,Shanghai,China,Asia,2018,$472M,"Tencent Holdings, Delta Capital, Redpoint Ventures China",3,2000,472,2021,3
Ascend Money,$2B,27-09-2021,Fintech,Bangkok,Thailand,Asia,2013,$150M,"Ant Group, Charoen Pokphand Group, Bow Wave Capital",3,2000,150,2021,8
Cognite,$2B,19-05-2021,Data Management & Analytics,Lysaker,Norway,Europe,2016,$225M,"Technology Crossover Ventures, Accel, Aker",3,2000,225,2021,5
Culture Amp,$2B,29-07-2021,Internet Software,Richmond,Australia,Oceania,2011,$257M,"Felicis Ventures, Index Ventures, Blackbird Ventures",3,2000,257,2021,10
Elasticrun,$2B,07-02-2022,"Supply Chain, Logistics,",Pune,India,Asia,2016,$435M,"Kalaari Capital, Norwest Venture Partners, Prosus Ventures",3,2000,435,2022,6
Gett,$2B,24-05-2016,Auto & Transportation,London,United Kingdom,Europe,2010,$828M,"Volkswagen, Access Industries, Vostok New Ventures",3,2000,828,2016,6
Ledger,$2B,10-06-2021,Hardware,Paris,France,Europe,2014,$466M,"Digital Currency Group, Draper Esprit, Korelya Capital",3,2000,466,2021,7
Matillion,$2B,15-09-2021,Data Management & Analytics,Altrincham,United Kingdom,Europe,2011,$310M,"Scale Venture Partners, Sapphire Ventures, Battery Ventures",3,2000,310,2021,10
Next Silicon,$2B,14-06-2021,Hardware,Tel Aviv,Israel,Asia,2018,$203M,"Amiti Ventures, Playground Global, Aleph",3,2000,203,2021,3
Notco,$2B,26-07-2021,Artificial Intelligence,Santiago,Chile,South America,2015,$370M,"Kaszek Ventures, SOSV, Tiger Global Management",3,2000,370,2021,6
Olist,$2B,15-12-2021,E-Commerce,Curitiba,Brazil,South America,2015,$320M,"Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund",3,2000,320,2021,6
Storedot,$2B,04-01-2022,Other,Herzliya,Israel,Asia,2012,$190M,"Samsung Ventures, SingulariTeam, BP Ventures",3,2000,190,2022,10
Tujia,$2B,17-06-2015,Travel,Beijing,China,Asia,2011,$755M,"GGV Capital, QiMing Venture Partnersl",2,2000,755,2015,4
Veriff,$2B,26-01-2022,Artificial Intelligence,Tallinn,Estonia,Europe,2015,$177M,"Accel, Institutional Venture Partners, Tiger Global Management",3,2000,177,2022,7
Mobile Premier League,$2B,15-09-2021,Internet Software,Bengaluru,India,Asia,2018,$376M,"Sequoia Capital India, RTP Global, Go-Ventures",3,2000,376,2021,3
Uala,$2B,13-08-2021,Fintech,Buenos Aires,Argentina,South America,2017,$544M,"Soros Fund Management, Ribbit Capital, Monashees+",3,2000,544,2021,4
Wenheyou,$2B,17-04-2021,Other,Hunan,China,Asia,2013,$90M,"Sequoia Capital China, Warburg Pincus, IDG Capital",3,2000,90,2021,8
Star Charge,$2B,19-05-2021,Auto & Transportation,Changzhou,China,Asia,2014,$125M,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",3,2000,125,2021,7
Afiniti,$2B,14-04-2017,Artificial Intelligence,Hamilton,Bermuda,North America,2006,$120M,GAM Holding,1,2000,120,2017,11
Cao Cao Mobility,$2B,17-01-2018,Auto & Transportation,Hangzhou,China,Asia,2015,$744M,"People Electrical Appliance Group China, Zhongrong International Trust",2,2000,744,2018,3
Clio,$2B,27-04-2021,Internet Software,Burnaby,Canada,North America,2008,$386M,"OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures",3,2000,386,2021,13
Safetyculture,$2B,03-05-2021,Internet Software,Sydney,Australia,Oceania,2004,$222M,"Blackbird Ventures, IndexVentures, Tiger Global Management",3,2000,222,2021,17
Smarthr,$2B,08-06-2021,Fintech,Tokyo,Japan,Asia,2013,$190M,"BEENEXT, World Innovation Lab, Light Street Capital",3,2000,190,2021,8
Wayflyer,$2B,01-02-2022,Fintech,Dublin,Ireland,Europe,2019,$236M,"QED Investors, DST Global, Left Lane Capital",3,2000,236,2022,3
Zhubajie,$2B,16-06-2015,Internet Software,Chongqing,China,Asia,2006,$445M,"Cybernaut Growth Fund, IDG Capital",2,2000,445,2015,9
Hibob,$2B,12-10-2021,Internet Software,Tel Aviv,Israel,Asia,2015,$274M,"Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures",3,2000,274,2021,6
Jobandtalent,$2B,01-12-2021,Internet Software,Madrid,Spain,Europe,2009,$902M,"Kibo Ventures, SoftBank Group, Atomico",3,2000,902,2021,12
Solarisbank,$2B,13-07-2021,Fintech,Berlin,Germany,Europe,2016,$403M,"Yabeo Capital, SBI Investment, Vulcan Capital",3,2000,403,2021,5
Wemakeprice,$2B,09-09-2015,E-Commerce,Seoul,South Korea,Asia,2009,$397M,"IMM Investment, NXC",2,2000,397,2015,6
Alan,$2B,19-04-2021,Fintech,Paris,France,Europe,2016,$364M,"Index Ventures, Temasek, Portag3 Ventures",3,2000,364,2021,5
Biren Technology,$2B,18-08-2020,Hardware,Shanghai,China,Asia,2019,$285M,"V FUND, IDG Capital, Green Pine Capital Partners",3,2000,285,2020,1
Voodoo,$2B,17-08-2020,Other,Paris,France,Europe,2013,$517M,"Tencent Holdings, Goldman Sachs",2,2000,517,2020,7
Carsome,$2B,12-07-2021,E-Commerce,Selangor,Malaysia,Asia,2015,$577M,"Gobi Partners, 500 Startups, Ondine Capital",3,2000,577,2021,6
Dealshare,$2B,27-01-2022,E-Commerce,Bengaluru,India,Asia,2018,$612M,"Alpha Wave Global, Matrix Partners India, Tiger Global Management",3,2000,612,2022,4
Gousto,$2B,03-11-2020,"Supply Chain, Logistics,",London,United Kingdom,Europe,2012,$311M,"MMC Ventures, BGF Ventures, Unilever Ventures",3,2000,311,2020,8
Vestiaire Collective,$2B,01-03-2021,E-Commerce,Paris,France,Europe,2009,$663M,"Eurazeo, IDInvest Partners, Balderton Capital",3,2000,663,2021,12
Wave,$2B,07-09-2021,Fintech,Dakar,Senegal,Africa,2018,$200M,"Stripe, Founders Fund, Partech Partners",3,2000,200,2021,3
Odoo,$2B,29-07-2021,Internet Software,Louvain-La-Neuve,Belgium,Europe,2005,$229M,"Summit Partners, Noshaq, Sofinnova Partners",3,2000,229,2021,16
Momo,$2B,10-12-2021,Fintech,Ho Chi Minh City,Vietnam,Asia,2013,$434M,"Goodwater Capital, Warburg Pincus, GS Growth",3,2000,434,2021,8
Spinny,$2B,24-11-2021,E-Commerce,Gurugram,India,Asia,2015,$509M,"General Catalyst, Eleation Capital, Avenir Growth Capital",3,2000,509,2021,6
Trulioo,$2B,07-06-2021,Cybersecurity,Vancouver,Canada,North America,2011,$474M,"Blumberg Capital, American Express Ventures, BDC Venture Capital",3,2000,474,2021,10
Aiways,$2B,16-04-2018,Auto & Transportation,Shanghai,China,Asia,2017,$792M,"Jiangsu Sha Steel Group, Shanghai Puyin Industry, Funa Yuanchuang Technology",3,2000,792,2018,1
Bitso,$2B,05-05-2021,Fintech,Mexico City,Mexico,North America,2014,$378M,"Pantera Capital, QED Investors, Coinbase Ventures",3,2000,378,2021,7
G7 Networks,$2B,15-02-2022,"Supply Chain, Logistics,",Beijing,China,Asia,2006,$710M,"Eastern Bell Capital 32, SDIC CMC Investment Management, Trustbridge Partners",3,2000,710,2022,16
Musinsa,$2B,11-11-2019,E-Commerce,Seoul,South Korea,Asia,2001,$287M,Sequoia Capital,1,2000,287,2019,18
Nucom Group,$2B,22-02-2018,Other,Unterfoehring,Germany,Europe,2016,$550M,General Atlantic,1,2000,550,2018,2
Lightricks,$2B,31-07-2019,Artificial Intelligence,Jerusalem,Israel,Asia,2013,$305M,"Viola Ventures, Insight Partners, ClalTech, Goldman Sachs",4,2000,305,2019,6
Accelerant,$2B,12-01-2022,Other,Colchester,United Kingdom,Europe,2018,$193M,"Deer Park Road, Altamont Capital Partners, Eldridge",3,2000,193,2022,4
Huaqin Telecom Technology,$2B,08-10-2019,Mobile & Telecommunications,Shanghai,China,Asia,2005,$298M,"Zhangjiang Haocheng Venture Capital, Walden International, Intel Capital",3,2000,298,2019,14
Yitu Technology,$2B,08-03-2018,Artificial Intelligence,Shanghai,China,Asia,2012,$401M,"Sequoia Capital China, Banyan Capital",2,2000,401,2018,6
Cloudwalk,$2B,08-09-2021,Fintech,Sao Paulo,Brazil,South America,2015,$345M,"Plug and Play Ventures, Valor Capital Group, DST Global",3,2000,345,2021,6
Volocopter,$2B,04-03-2022,Auto & Transportation,Bruchsal,Germany,Europe,2011,$599M,"btov Partners, Geely, Intel Capital",3,2000,599,2022,11
Coinswitch Kuber,$2B,06-10-2021,Fintech,Bangalore,India,Asia,2017,$301M,"Tiger Global Management, Sequoia Capital India, Ribbit Capital",3,2000,301,2021,4
Firstcry,$2B,07-02-2020,E-Commerce,Pune,India,Asia,2010,$441M,"SoftBank Group, SAIF Partners India, Valiant Capital Partners",3,2000,441,2020,10
Forto,$2B,21-06-2021,"Supply Chain, Logistics,",Berlin,Germany,Europe,2016,$593M,"Cherry Ventures, Northzone Ventures, Global Founders Capital",3,2000,593,2021,5
Gocardless,$2B,08-02-2022,Fintech,London,United Kingdom,Europe,2011,$529M,"Accel, Passion Capital, Balderton Capital",3,2000,529,2022,11
Payfit,$2B,06-01-2022,Fintech,London,United Kingdom,Europe,2016,$496M,"Accel, frst, Kima Ventures",3,2000,496,2022,6
Urban Company,$2B,27-04-2021,E-Commerce,Gurgaon,India,Asia,2014,$371M,"VY Capital, Accel, Elevation Capital",3,2000,371,2021,7
Starling Bank,$2B,08-03-2021,Fintech,London,United Kingdom,Europe,2014,$791M,"JTC Group, Qatar Investment Authority, Fidelity Investment",3,2000,791,2021,7
Ankorstore,$2B,10-01-2022,E-Commerce,Paris,France,Europe,2019,$422M,"Global Founders Capital, Aglae Ventures, Alven Capital",3,2000,422,2022,3
4Paradigm,$2B,19-12-2018,Artificial Intelligence,Beijing,China,Asia,2015,$1B,"Sequoia Capital China, China Construction Bank, Bank of China",3,2000,1000,2018,3
Advance Intelligence Group,$2B,23-09-2021,Artificial Intelligence,Unknown,Singapore,Asia,2016,$536M,"Vision Plus Capital, GSR Ventures, ZhenFund",3,2000,536,2021,5
Aiven,$2B,18-10-2021,Internet Software,Helsinki,Finland,Europe,2016,$210M,"Institutional Venture Partners, Atomico, Earlybird Venture Capital",3,2000,210,2021,5
Akulaku,$2B,15-02-2022,E-Commerce,Jakarta,Indonesia,Asia,2014,$438M,"DCM Ventures, IDG Capital, Siam Commercial Bank",3,2000,438,2022,8
Blablacar,$2B,16-09-2015,Auto & Transportation,Paris,France,Europe,2006,$449M,"Accel Partners, Index Ventures, Insight Venture Partners",3,2000,449,2015,9
Black Sesame Technologies,$2B,22-09-2021,Artificial Intelligence,Shanghai,China,Asia,2016,$115M,"Northern Light Venture Capital, Xiaomi, FutureX Capital",3,2000,115,2021,5
Bunq,$2B,18-06-2021,Fintech,Amsterdam,Netherlands,Europe,2013,$281M,Undisclosed,1,2000,281,2021,8
Clearco,$2B,20-04-2021,Fintech,Toronto,Canada,North America,2015,$433M,"Highland Capital Partners, Oak HC/FT Partners, Emergence Capital Partners",3,2000,433,2021,6
Clip,$2B,10-06-2021,Fintech,Mexico City,Mexico,North America,2012,$381M,"Alta Ventures Mexico, General Atlantic, SoftBank Group",3,2000,381,2021,9
Exotec,$2B,17-01-2022,Hardware,Croix,France,Europe,2015,$450M,"Breega Capital, Iris Capital, 360 Capital Partners",3,2000,450,2022,7
Guoquan Shihui,$2B,17-03-2021,Consumer & Retail,Shanghai,China,Asia,2017,$523M,"Tiantu Capital, CMB International Capital, Vision Knight Capital",3,2000,523,2021,4
Huimin,$2B,05-09-2016,E-Commerce,Beijing,China,Asia,2013,$517M,"Zheshang Venture Capital, GP Capital, Western Capital Management",3,2000,517,2016,3
Keep,$2B,19-05-2020,Mobile & Telecommunications,Beijing,China,Asia,2014,$614M,"Bertelsmann Asia Investments, GGV Capital, Morningside Venture Capital",3,2000,614,2020,6
Kry,$2B,27-04-2021,Health,Stockholm,Sweden,Europe,2014,$569M,"Index Ventures, Creandum, Accel",3,2000,569,2021,7
Loggi,$2B,05-06-2019,"Supply Chain, Logistics,",Sao Paulo,Brazil,South America,2013,$507M,"Qualcomm Ventures, SoftBank Group, Monashees+",3,2000,507,2019,6
Lunar,$2B,12-07-2021,Fintech,Aarhus,Denmark,Europe,2015,$448M,"SEED Capital, Greyhound Capital, Socii Capital",3,2000,448,2021,6
Mafengwo,$2B,23-05-2019,Travel,Beijing,China,Asia,2010,$503M,"Qiming Venture Partners, Capital Today, General Atlantic",3,2000,503,2019,9
Mynt,$2B,01-11-2021,Fintech,Taguig City,Philippines,Asia,2015,$475M,"Insight Partners, Warburg Pincus, Ayala Corporation",3,2000,475,2021,6
Ocsial,$2B,04-03-2019,Other,Leudelange,Luxembourg,Europe,2012,$285M,"A&NN, Rusnano",2,2000,285,2019,7
Opay,$2B,23-08-2021,Fintech,Lagos,Nigeria,Africa,2018,$570M,"Sequoia Capital China, Source Code Capital, Redpoint Ventures China",3,2000,570,2021,3
Preferred Networks,$2B,17-05-2018,Artificial Intelligence,Tokyo,Japan,Asia,2014,$147M,"Toyota Motor Corporation, Mizuho Financial Group, FANUC",3,2000,147,2018,4
Smartnews,$2B,05-08-2019,Mobile & Telecommunications,Tokyo,Japan,Asia,2012,$410M,"Japan Post Capital, Globis Capital Partners, Atomico",3,2000,410,2019,7
Starkware,$2B,17-11-2021,Cybersecurity,Netanya,Israel,Asia,2018,$161M,"Sequoia Capital, Paradigm, Pantera Capital",3,2000,161,2021,3
Tier,$2B,25-10-2021,Travel,Berlin,Germany,Europe,2018,$587M,"Northzone Ventures, White Star Capital, Novator Partners",3,2000,587,2021,3
Trendy Group International,$2B,13-02-2012,Consumer & Retail,Kowloon,Hong Kong,Asia,1999,$200M,L Capital Partners,1,2000,200,2012,13
Xinchao Media,$2B,09-04-2018,Internet Software,Chengdu,China,Asia,2007,$768M,"JD.com, Baidu, Vision Plus Capital",3,2000,768,2018,11
Xingyun Group,$2B,24-09-2020,E-Commerce,Shenzhen,China,Asia,2015,$950M,"Matrix Partners China, Eastern Bell Capital, Hongtai Capital Holdings",3,2000,950,2020,5
Xtalpi,$2B,11-08-2021,Artificial Intelligence,Shenzhen,China,Asia,2014,$786M,"Tencent Holdings, 5Y Capital, Sequoia Capital China",3,2000,786,2021,7
Zilch,$2B,10-11-2021,Fintech,London,United Kingdom,Europe,2018,$339M,"Gauss Ventures, Ventura Capital, dmg ventures",3,2000,339,2021,3
Aprogen,$1B,31-05-2019,Health,Seongnam-Si,South Korea,Asia,2000,$62M,"Lindeman Asia Investment, Nichi-Iko Pharmaceutical",2,1000,62,2019,19
Cell C,$1B,07-08-2017,Mobile & Telecommunications,Midrand,South Africa,Africa,2000,$547M,"Blue Label Telecoms, Net1 UEPS Technologies",2,1000,547,2017,17
Credavenue,$1B,07-03-2022,Fintech,Chennai,India,Asia,2017,$227M,"Insight Partners, B Capital Group, Lightspeed Venture Partners",3,1000,227,2022,5
Lifemiles,$1B,13-07-2015,Other,Bogota,Colombia,South America,2011,$344M,Advent International,1,1000,344,2015,4
Ovh,$1B,15-08-2016,Other,Roubaix,France,Europe,1999,$1B,"KKR, TowerBrook Capital Partners",2,1000,1000,2016,17
Snapdeal,$1B,21-05-2014,E-Commerce,New Delhi,India,Asia,2008,$2B,"SoftBankGroup, Blackrock, Alibaba Group",3,1000,2000,2014,6
Sumup,$1B,16-07-2019,Fintech,London,United Kingdom,Europe,2011,$1B,"American Express Ventures, Goldman Sachs, Bain Capital Credit",3,1000,1000,2019,8
Ynsect,$1B,21-02-2019,Other,Evry,France,Europe,2011,$393M,"Astanor Ventures, Upfront Ventures, IDInvest Partners",3,1000,393,2019,8
Spendesk,$1B,18-01-2022,Fintech,Paris,France,Europe,2015,$314M,"Index Ventures, Eight Roads Ventures, General Atlantic",3,1000,314,2022,7
Gymshark,$1B,14-08-2020,E-Commerce,Solihull,United Kingdom,Europe,2012,$262M,General Atlantic,1,1000,262,2020,8
Cabify,$1B,22-01-2018,Auto & Transportation,Madrid,Spain,Europe,2011,$407M,"Seaya Ventures, Otter Rock Capital, Rakuten",3,1000,407,2018,7
Deezer,$1B,02-08-2018,Internet Software,Paris,France,Europe,2007,$532M,"Orange Digital Ventures, Access Industries",2,1000,532,2018,11
Deliverect,$1B,24-01-2022,Fintech,Ghent,Belgium,Europe,2018,$237M,"Newion Partners, SmartFin Capital, OMERS Ventures",3,1000,237,2022,4
Firebolt,$1B,26-01-2022,Data Management & Analytics,Tel Aviv,Israel,Asia,2019,$264M,"TLV Partners, Zeev Ventures, Bessemer Venture Partners",3,1000,264,2022,3
Tripledot,$1B,14-02-2022,Mobile & Telecommunications,London,United Kingdom,Europe,2017,$202M,"Lightspeed Venture Partners, Access Industries, Eldridge",3,1000,202,2022,5
Neon,$1B,14-02-2022,Fintech,Sao Paulo,Brazil,South America,2016,$720M,"Propel Venture Partners, Monashees+, BBVA",3,1000,720,2022,6
Veepee,$1B,02-07-2007,E-Commerce,La Plaine Saint-Denis,France,Europe,2001,Unknown,"Summit Partners, Qatar Holding",2,1000,,2007,6
Klook,$1B,07-08-2018,Travel,Central,Hong Kong,Asia,2014,$722M,"Sequoia Capital China, Goldman Sachs, Matrix Partners China",3,1000,722,2018,4
Ridi,$1B,24-01-2022,E-Commerce,Seoul,South Korea,Asia,2008,$178M,"Atinum Investment, Company K Partners, GIC",3,1000,178,2022,14
Gpclub,$1B,22-10-2018,Other,Seoul,South Korea,Asia,2003,$67M,Goldman Sachs,1,1000,67,2018,15
Insightec,$1B,06-03-2020,Health,Tirat Carmel,Israel,Asia,1999,$633M,"York Capital Management, GE Healthcare, Koch Disruptive Technologies",3,1000,633,2020,21
Linktree,$1B,16-03-2022,Internet Software,Melbourne,Australia,Oceania,2016,$166M,"AirTree Ventures, Insight Partners, Index Ventures",3,1000,166,2022,6
Travelperk,$1B,12-01-2022,Travel,Barcelona,Spain,Europe,2015,$408M,"LocalGlobe, Kinnevik, Felix Capital",3,1000,408,2022,7
Ovo Energy,$1B,14-02-2019,Other,Bristol,United Kingdom,Europe,2009,$324M,"Mitsubishi Corporation, Mayfair Equity Partners",2,1000,324,2019,10
Flipdish,$1B,13-01-2022,Internet Software,Dublin,Ireland,Europe,2015,$157M,"Tencent Holdings, Tiger Global Management, Global Founders Capital",3,1000,157,2022,7
Insider,$1B,28-02-2022,Internet Software,Istanbul,Turkey,Europe,2012,$167M,"Wamda Capital, Endeavor, Riverwood Capital",3,1000,167,2022,10
Livspace,$1B,08-02-2022,E-Commerce,Bengaluru,India,Asia,2015,$427M,"Jungle Ventures, Helion Venture Partners, INGKA Investments",3,1000,427,2022,7
Workhuman,$1B,23-06-2020,Internet Software,Dublin,Ireland,Europe,1999,$9M,ICG,1,1000,9,2020,21
Xpressbees,$1B,09-02-2022,"Supply Chain, Logistics,",Pune,India,Asia,2012,$573M,"Norwest Venture Partners, Investcorp, Blackstone",3,1000,573,2022,10
L&P Cosmetic,$1B,01-01-2016,Consumer & Retail,Seoul,South Korea,Asia,2009,$33M,CDIB Capital,1,1000,33,2016,7
Esentire,$1B,22-02-2022,Cybersecurity,Waterloo,Canada,North America,2001,$186M,"Edison Partners, Georgian Partners, VentureLink",3,1000,186,2022,21
Getyourguide,$1B,16-05-2019,Travel,Berlin,Germany,Europe,2009,$656M,"Spark Capital, Highland Europe, Sunstone Capital",3,1000,656,2019,10
Lead School,$1B,13-01-2022,Edtech,Andheri,India,Asia,2012,$166M,"WestBridge Capital, GSV Ventures, Elevar Equity",3,1000,166,2022,10
Staffbase,$1B,15-03-2022,Internet Software,Chemnitz,Germany,Europe,2014,$307M,"Insight Partners, e.ventures, General Atlantic",3,1000,307,2022,8
Radius Payment Solutions,$1B,27-11-2017,Fintech,Crewe,United Kingdom,Europe,1990,$200M,Inflexion Private Equity,1,1000,200,2017,27
Rivigo,$1B,11-07-2019,"Supply Chain, Logistics,",Gurgaon,India,Asia,2014,$247M,"SAIF Partners India, Warburg Pincus, Trifecta Capital Advisors",3,1000,247,2019,5
Socar,$1B,16-10-2020,Auto & Transportation,Jeju-Do,South Korea,Asia,2012,$408M,"Bain Capital, Altos Ventures, Songhyun Investment",3,1000,408,2020,8
